Lat,Lon,Elev,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Clust
29.8667,-98.2,305,1,1,0.958,0.669,0.816,0.617,0.339,0.404,0.759,0.974,1,1,8
34.9833,-101.9333,1094,0.387,0.33,0.272,0.272,0.437,0.479,0.405,0.455,0.487,0.473,0.431,0.441,3
28.4833,-99.8667,187,0.545,0.469,0.285,0.413,0.585,0.436,0.266,0.349,0.608,0.741,0.6,0.581,10
29.8,-100.7333,543,0.445,0.431,0.271,0.388,0.435,0.373,0.29,0.328,0.571,0.615,0.504,0.47,10
32.1333,-94.35,104,0.975,0.974,1,1,1,0.951,0.544,0.467,0.744,0.979,1,0.964,12
29.1333,-103.5167,661,0.191,0.133,0.075,0.117,0.19,0.218,0.21,0.253,0.393,0.361,0.237,0.211,3
28.3333,-99.6333,171,0.568,0.501,0.3,0.412,0.592,0.446,0.261,0.355,0.626,0.786,0.658,0.609,10
31.8,-94.1667,99,0.931,0.963,0.995,1,1,0.918,0.566,0.506,0.745,0.962,1,0.899,12
31.25,-95.9667,98,1,1,1,1,1,0.842,0.433,0.447,0.823,0.999,1,1,12
35.6833,-102.3333,1155,0.342,0.302,0.259,0.261,0.398,0.405,0.424,0.489,0.475,0.406,0.433,0.394,3
27.5833,-97.45,8,0.814,0.688,0.316,0.366,0.484,0.441,0.312,0.451,0.842,0.926,0.779,0.783,10
28.9333,-98.75,134,0.657,0.639,0.353,0.43,0.55,0.413,0.259,0.38,0.708,0.777,0.695,0.691,10
34.4333,-100.2833,595,0.376,0.373,0.282,0.368,0.507,0.397,0.274,0.342,0.518,0.508,0.502,0.448,10
29.2667,-103.3,1615,0.283,0.216,0.131,0.157,0.235,0.285,0.312,0.379,0.515,0.448,0.317,0.306,3
28.4667,-98.25,70,0.707,0.65,0.334,0.418,0.551,0.473,0.325,0.409,0.762,0.782,0.699,0.704,10
34.9333,-100.8833,823,0.41,0.389,0.343,0.365,0.557,0.517,0.365,0.422,0.505,0.576,0.528,0.525,10
33.6167,-95.0667,133,1,1,1,1,1,0.966,0.602,0.481,0.82,1,1,1,12
35.1167,-101.3667,1035,0.429,0.363,0.319,0.313,0.502,0.516,0.407,0.446,0.481,0.51,0.47,0.501,3
32.3333,-97.4,239,1,1,0.96,0.766,0.749,0.498,0.33,0.343,0.652,0.886,0.998,1,8
30.3667,-95.1,60,0.99,1,1,1,1,0.999,0.711,0.641,0.928,1,0.986,0.952,12
30.5333,-95.15,108,1,1,1,1,1,0.963,0.605,0.577,0.89,1,1,0.994,12
31.8167,-99.4167,526,0.744,0.653,0.452,0.477,0.629,0.497,0.302,0.392,0.682,0.796,0.777,0.789,10
30.5833,-96.3667,96,1,1,1,1,0.993,0.623,0.361,0.384,0.806,0.994,1,1,8
32.3833,-100.9,642,0.409,0.366,0.252,0.331,0.483,0.399,0.285,0.321,0.562,0.631,0.503,0.485,10
29.7167,-96.5333,61,1,1,1,0.998,0.949,0.754,0.448,0.509,0.891,1,1,1,12
30.3333,-95.4833,75,1,1,1,1,1,0.946,0.581,0.572,0.893,1,1,1,12
31.5333,-101.2833,783,0.386,0.35,0.218,0.269,0.378,0.318,0.26,0.33,0.602,0.625,0.477,0.432,3
34.1167,-99.75,450,0.55,0.505,0.408,0.395,0.534,0.454,0.333,0.394,0.667,0.729,0.674,0.66,10
31.7833,-105.4667,1365,0.286,0.194,0.1,0.075,0.107,0.169,0.288,0.378,0.431,0.319,0.271,0.336,3
27.7667,-97.5167,12,0.81,0.707,0.347,0.389,0.53,0.49,0.348,0.477,0.856,0.91,0.746,0.78,10
32.1,-96.4667,126,1,1,1,1,1,0.767,0.372,0.385,0.699,0.982,1,1,12
31.4,-102.3167,802,0.262,0.226,0.133,0.167,0.261,0.224,0.205,0.271,0.477,0.498,0.347,0.312,3
31.3,-95.45,106,1,1,1,1,1,0.899,0.48,0.469,0.784,0.99,1,1,12
33.65,-101.25,917,0.389,0.404,0.308,0.308,0.448,0.413,0.341,0.435,0.634,0.621,0.493,0.497,10
28.6833,-99.8333,177,0.508,0.436,0.263,0.398,0.563,0.428,0.268,0.348,0.603,0.711,0.576,0.557,10
29.0833,-97.3167,54,1,1,0.69,0.591,0.767,0.656,0.418,0.444,0.848,0.938,0.996,1,8
32.9167,-94.7167,91,0.994,1,1,1,0.99,0.89,0.553,0.478,0.774,0.996,0.986,0.947,12
36.0167,-102.6167,1219,0.315,0.27,0.245,0.283,0.434,0.388,0.437,0.49,0.404,0.321,0.398,0.349,3
36.0167,-102.55,1216,0.318,0.291,0.258,0.292,0.44,0.388,0.437,0.49,0.404,0.321,0.399,0.35,3
32.9,-97.0167,171,1,1,0.936,0.814,0.808,0.534,0.342,0.356,0.636,0.919,1,1,8
32.85,-96.85,134,1,1,0.986,0.895,0.861,0.569,0.354,0.358,0.634,0.936,1,1,8
29.05,-96.2333,21,1,1,0.945,0.695,0.799,0.754,0.531,0.603,0.901,1,1,1,8
33.6333,-94.6333,122,1,1,0.991,0.989,0.964,0.932,0.611,0.51,0.822,1,0.942,0.958,12
31.9,-105.2167,1149,0.239,0.16,0.08,0.073,0.109,0.16,0.251,0.338,0.426,0.325,0.255,0.276,3
29.3833,-100.9333,304,0.335,0.365,0.228,0.367,0.387,0.351,0.287,0.294,0.55,0.604,0.435,0.365,3
33.8167,-96.5667,187,1,1,1,1,1,0.942,0.532,0.498,0.914,1,1,1,12
33.2,-97.1,192,1,1,1,0.988,0.823,0.542,0.363,0.389,0.753,0.981,1,1,8
28.6833,-99.1833,168,0.471,0.445,0.259,0.389,0.507,0.386,0.239,0.392,0.672,0.734,0.559,0.551,10
34.6,-102.3167,1173,0.357,0.314,0.239,0.248,0.398,0.447,0.398,0.454,0.499,0.485,0.455,0.437,3
30.2167,-97.9833,341,1,1,0.89,0.633,0.793,0.589,0.329,0.37,0.705,0.956,1,1,8
32.1,-98.3333,458,0.945,0.854,0.598,0.646,0.736,0.502,0.333,0.412,0.67,0.884,0.962,0.997,8
35.8667,-101.9667,1114,0.359,0.333,0.297,0.294,0.448,0.432,0.423,0.472,0.468,0.42,0.45,0.43,3
32.8667,-97.45,232,1,1,0.894,0.755,0.703,0.493,0.338,0.363,0.705,0.875,0.977,1,8
28.7167,-100.4833,246,0.411,0.359,0.227,0.383,0.546,0.414,0.292,0.326,0.58,0.65,0.465,0.423,10
32.4,-98.8167,437,0.993,0.866,0.611,0.65,0.716,0.504,0.34,0.422,0.715,0.893,0.97,1,8
31.8333,-105.9667,1597,0.342,0.231,0.128,0.071,0.086,0.158,0.316,0.399,0.405,0.312,0.279,0.411,3
31.8167,-106.3833,1194,0.248,0.169,0.09,0.044,0.055,0.104,0.217,0.26,0.273,0.229,0.199,0.318,3
30.35,-97.3667,176,1,1,0.922,0.647,0.755,0.54,0.277,0.33,0.705,0.923,1,1,8
32.8667,-95.7667,133,1,1,1,1,1,0.941,0.518,0.439,0.777,0.999,1,1,12
28.05,-99.4333,180,0.556,0.471,0.273,0.369,0.523,0.383,0.253,0.351,0.66,0.697,0.549,0.569,10
31.4667,-98.1667,379,1,1,0.779,0.657,0.741,0.514,0.322,0.373,0.639,0.901,1,1,8
31.7333,-96.2,132,1,1,1,1,1,0.769,0.373,0.404,0.786,0.997,1,1,8
26.55,-99.1333,98,0.41,0.357,0.181,0.302,0.43,0.386,0.24,0.379,0.79,0.69,0.42,0.388,10
27.2167,-98.1333,37,0.65,0.571,0.248,0.304,0.493,0.486,0.297,0.417,0.804,0.748,0.541,0.628,10
32.5167,-96.6667,143,1,1,0.989,0.896,0.874,0.569,0.339,0.346,0.617,0.932,1,1,8
29.6667,-97.1167,158,1,1,0.856,0.63,0.782,0.628,0.326,0.383,0.813,0.926,0.998,1,8
29.1333,-98.1667,122,0.915,0.866,0.469,0.525,0.648,0.504,0.3,0.377,0.731,0.842,0.918,0.95,8
33.9667,-101.3333,981,0.388,0.376,0.292,0.31,0.474,0.458,0.366,0.422,0.582,0.591,0.5,0.492,10
36.4333,-100.1333,844,0.408,0.424,0.418,0.404,0.576,0.443,0.359,0.406,0.41,0.442,0.587,0.566,10
30.6667,-103.8833,1487,0.357,0.283,0.177,0.176,0.271,0.344,0.413,0.512,0.694,0.557,0.397,0.399,3
31.1833,-105.7333,1190,0.186,0.135,0.073,0.049,0.069,0.126,0.239,0.293,0.328,0.249,0.189,0.212,3
30.9,-102.9167,914,0.285,0.222,0.127,0.147,0.258,0.237,0.22,0.278,0.447,0.409,0.313,0.32,3
28.4667,-98.8167,98,0.556,0.524,0.287,0.393,0.513,0.414,0.265,0.395,0.714,0.769,0.615,0.587,10
31.0333,-96.4833,143,1,1,1,1,0.994,0.606,0.342,0.375,0.79,0.992,1,1,8
30.2333,-98.9167,514,0.985,0.855,0.563,0.592,0.693,0.537,0.348,0.425,0.723,0.886,0.978,1,8
28.9833,-95.3833,2,1,1,1,0.96,0.811,0.748,0.612,0.692,0.955,1,1,1,12
27.9,-98.6167,155,0.597,0.55,0.283,0.369,0.525,0.458,0.307,0.415,0.789,0.754,0.616,0.605,10
34.65,-102.7167,1222,0.349,0.296,0.225,0.228,0.357,0.418,0.397,0.475,0.497,0.465,0.447,0.415,3
32.7667,-101.4667,771,0.327,0.32,0.234,0.283,0.43,0.377,0.305,0.329,0.519,0.555,0.442,0.416,3
33.6333,-97.15,238,1,1,1,1,0.967,0.626,0.4,0.423,0.832,1,1,1,8
33.65,-97.0667,265,1,1,1,0.912,0.815,0.581,0.379,0.411,0.826,0.999,1,1,8
29.3333,-94.7833,3,1,1,1,0.98,0.798,0.729,0.639,0.718,0.96,1,1,1,12
31.8667,-101.5,805,0.368,0.339,0.216,0.256,0.368,0.318,0.284,0.334,0.586,0.581,0.452,0.414,3
31.3833,-97.7167,232,1,1,0.998,0.721,0.763,0.529,0.321,0.35,0.657,0.923,1,1,8
30.6833,-97.7167,256,1,1,0.992,0.682,0.784,0.561,0.326,0.364,0.671,0.935,1,1,8
32.75,-95.05,119,1,0.994,1,1,0.985,0.862,0.52,0.455,0.763,0.996,0.986,0.964,12
32.2333,-97.7833,200,1,1,0.976,0.763,0.751,0.503,0.334,0.338,0.645,0.909,1,1,8
31.45,-98.5833,457,0.99,0.88,0.608,0.618,0.698,0.508,0.315,0.38,0.638,0.858,0.96,1,8
28.6667,-97.4,43,1,0.994,0.512,0.547,0.705,0.624,0.443,0.472,0.858,0.926,0.959,1,8
29.5333,-97.45,116,1,1,0.864,0.646,0.791,0.648,0.338,0.378,0.787,0.938,1,1,8
33.1,-98.5833,320,0.891,0.828,0.616,0.63,0.666,0.486,0.321,0.412,0.743,0.889,0.938,0.969,8
31.3,-102.8333,744,0.208,0.185,0.099,0.131,0.215,0.201,0.193,0.229,0.406,0.403,0.277,0.239,3
30.7,-97.3333,172,1,1,0.855,0.687,0.762,0.552,0.294,0.329,0.664,0.913,1,1,8
32.95,-97.05,178,1,1,1,0.956,0.813,0.513,0.348,0.37,0.682,0.952,1,1,8
33.1667,-96.1,166,1,1,1,1,1,0.959,0.556,0.459,0.831,1,1,1,12
31.0667,-95.1333,107,1,1,1,1,1,0.863,0.485,0.475,0.786,0.987,1,0.995,12
36.25,-101.4,966,0.331,0.321,0.322,0.319,0.495,0.445,0.395,0.408,0.423,0.413,0.456,0.391,3
33.6167,-100.3167,530,0.481,0.48,0.34,0.389,0.518,0.419,0.306,0.391,0.628,0.667,0.587,0.581,10
29.4667,-96.95,84,1,1,0.999,0.761,0.863,0.687,0.403,0.448,0.874,0.968,1,1,8
31.7167,-98.15,384,0.945,0.851,0.598,0.624,0.705,0.489,0.315,0.36,0.626,0.872,0.982,1,8
26.2,-97.6667,12,0.657,0.461,0.224,0.308,0.457,0.438,0.284,0.423,0.864,0.8,0.564,0.632,10
34.3667,-102.0833,1109,0.374,0.328,0.238,0.255,0.424,0.463,0.393,0.426,0.502,0.501,0.454,0.432,3
33.15,-99.75,488,0.59,0.585,0.396,0.44,0.542,0.433,0.319,0.427,0.69,0.758,0.683,0.691,10
27.3167,-98.6833,177,0.565,0.512,0.238,0.308,0.475,0.432,0.27,0.388,0.765,0.682,0.528,0.559,10
32.1833,-94.8,128,0.988,0.984,1,1,1,0.958,0.542,0.475,0.748,0.987,0.996,0.931,12
33.8167,-98.2,283,0.974,0.877,0.682,0.602,0.68,0.543,0.295,0.396,0.751,0.942,0.951,0.996,8
34.8167,-102.4,1164,0.355,0.318,0.241,0.248,0.393,0.442,0.402,0.464,0.494,0.466,0.437,0.415,3
31.9833,-98.0333,312,1,1,0.923,0.721,0.765,0.511,0.34,0.359,0.65,0.923,1,1,8
32.0167,-97.1167,168,1,1,0.967,0.83,0.814,0.549,0.338,0.339,0.63,0.909,1,1,8
29.3667,-99.1667,280,0.587,0.524,0.321,0.399,0.526,0.412,0.268,0.357,0.65,0.679,0.643,0.659,10
31.85,-99.5667,592,0.75,0.64,0.443,0.476,0.627,0.485,0.304,0.399,0.681,0.789,0.776,0.807,10
30,-95.3667,29,1,1,1,1,1,0.906,0.627,0.639,0.925,1,1,1,12
29.65,-95.2833,13,1,1,0.998,0.84,0.823,0.823,0.665,0.684,0.91,1,1,1,12
29.9167,-95.15,18,1,1,1,0.889,0.885,0.845,0.667,0.663,0.919,1,1,1,12
29.9833,-101.1833,497,0.355,0.35,0.219,0.323,0.369,0.323,0.256,0.298,0.544,0.59,0.445,0.38,3
30.7167,-95.55,151,1,1,1,1,1,0.817,0.463,0.466,0.825,0.998,1,1,12
33.2333,-98.15,335,0.986,0.905,0.688,0.654,0.684,0.515,0.327,0.407,0.744,0.925,0.976,0.999,8
31.9667,-95.2667,171,1,1,1,1,1,0.888,0.452,0.437,0.732,0.982,1,1,12
33.25,-100.5667,613,0.415,0.413,0.289,0.346,0.484,0.407,0.306,0.377,0.599,0.647,0.528,0.508,10
32.7667,-94.3333,61,0.969,0.965,1,0.983,1,0.878,0.558,0.498,0.757,0.987,0.967,0.881,12
31.35,-96.15,155,1,1,1,1,1,0.731,0.375,0.407,0.808,0.998,1,1,8
30.2833,-98.4167,375,1,1,1,0.796,0.805,0.604,0.361,0.393,0.754,0.986,1,1,8
30.45,-99.8,532,0.708,0.625,0.363,0.46,0.543,0.409,0.293,0.393,0.567,0.565,0.619,0.674,10
28.9,-97.8833,137,0.877,0.775,0.42,0.5,0.629,0.53,0.338,0.393,0.742,0.83,0.86,0.877,8
32.5667,-96.2667,128,1,1,1,1,1,0.868,0.435,0.406,0.721,0.989,1,1,12
31,-104.1167,1481,0.333,0.261,0.152,0.14,0.22,0.273,0.367,0.476,0.627,0.471,0.358,0.375,3
30.0667,-99.1167,543,0.835,0.752,0.49,0.544,0.641,0.509,0.342,0.432,0.711,0.808,0.888,0.935,8
31.0667,-97.7333,277,1,1,1,0.714,0.77,0.542,0.317,0.363,0.666,0.924,1,1,8
27.5167,-97.8667,20,0.716,0.611,0.272,0.326,0.486,0.481,0.342,0.455,0.801,0.785,0.614,0.667,10
29.9167,-96.8833,109,1,1,1,0.834,0.846,0.648,0.34,0.399,0.816,0.966,1,1,8
28.9833,-99.8667,231,0.469,0.405,0.247,0.375,0.522,0.413,0.272,0.334,0.585,0.64,0.525,0.529,10
31.9667,-106.6,1158,0.249,0.156,0.074,0.041,0.05,0.097,0.201,0.268,0.267,0.236,0.217,0.326,3
29.2667,-103.8,744,0.188,0.121,0.07,0.095,0.16,0.214,0.235,0.279,0.39,0.341,0.23,0.209,3
32.3333,-100.9167,640,0.402,0.364,0.25,0.322,0.47,0.387,0.279,0.315,0.559,0.62,0.482,0.46,10
32.8167,-95.5333,126,1,1,1,1,0.974,0.863,0.505,0.444,0.769,0.998,1,0.994,12
33.75,-99.15,356,0.669,0.637,0.5,0.495,0.592,0.473,0.313,0.403,0.71,0.798,0.764,0.772,10
32.7167,-101.95,904,0.322,0.318,0.221,0.244,0.375,0.356,0.325,0.346,0.51,0.504,0.425,0.397,3
31.0667,-98.1833,315,1,1,0.974,0.683,0.764,0.525,0.318,0.381,0.644,0.918,1,1,8
29.8,-101.5667,393,0.283,0.279,0.163,0.264,0.318,0.292,0.231,0.277,0.514,0.538,0.359,0.298,3
27.5667,-99.5,131,0.419,0.404,0.178,0.264,0.388,0.301,0.181,0.301,0.565,0.533,0.466,0.451,3
33.0333,-96.4833,155,1,1,1,0.994,0.954,0.646,0.407,0.388,0.733,0.986,1,1,8
33.5667,-102.3833,1082,0.307,0.288,0.211,0.207,0.345,0.389,0.368,0.424,0.519,0.497,0.424,0.376,3
30.4167,-97.0167,142,1,1,1,0.935,0.832,0.57,0.294,0.35,0.755,0.958,1,1,8
30.0667,-94.8,11,0.99,1,1,0.954,0.957,0.931,0.775,0.747,0.968,1,0.976,0.901,12
36.2333,-100.2667,747,0.447,0.479,0.442,0.426,0.594,0.464,0.366,0.409,0.45,0.493,0.632,0.622,10
33.9333,-102.35,1068,0.314,0.292,0.207,0.216,0.36,0.408,0.365,0.415,0.5,0.496,0.419,0.382,3
30.7333,-94.9333,54,0.99,0.995,1,1,1,0.965,0.607,0.579,0.881,1,1,0.941,12
30.75,-98.65,311,0.827,0.813,0.532,0.567,0.671,0.471,0.291,0.359,0.613,0.812,0.92,0.965,8
32.4667,-94.7333,101,0.973,0.98,1,1,1,0.965,0.549,0.465,0.759,0.992,0.986,0.949,12
32.35,-94.65,124,1,1,1,1,1,0.96,0.532,0.452,0.755,0.991,1,0.961,12
31.1333,-95.45,92,0.998,1,1,1,1,0.88,0.471,0.467,0.797,0.992,1,1,12
33.6667,-101.8167,992,0.322,0.331,0.255,0.244,0.388,0.411,0.359,0.409,0.544,0.559,0.446,0.403,3
31.2333,-94.75,88,0.993,1,1,1,1,0.868,0.505,0.483,0.736,0.954,1,0.986,12
29.6833,-97.65,122,1,1,0.899,0.661,0.799,0.639,0.312,0.358,0.758,0.944,1,1,8
29.2333,-98.85,220,0.665,0.637,0.376,0.424,0.553,0.413,0.256,0.353,0.658,0.769,0.738,0.715,10
30.95,-95.9167,77,1,1,1,1,1,0.799,0.43,0.446,0.827,0.999,1,1,12
30.2167,-103.2333,1236,0.309,0.242,0.152,0.165,0.262,0.327,0.366,0.45,0.618,0.515,0.365,0.362,3
30.3,-104.0167,1451,0.278,0.211,0.136,0.131,0.207,0.31,0.407,0.501,0.641,0.489,0.328,0.317,3
31.3333,-96.85,118,1,1,1,1,0.885,0.539,0.306,0.346,0.72,0.954,1,1,8
32.5333,-94.35,107,0.95,0.984,1,1,1,0.988,0.594,0.488,0.771,0.993,0.969,0.927,12
30.75,-99.2333,436,0.809,0.746,0.48,0.532,0.626,0.467,0.297,0.382,0.616,0.719,0.795,0.872,10
34.0167,-100.8333,698,0.412,0.408,0.309,0.365,0.515,0.431,0.311,0.39,0.586,0.594,0.521,0.515,10
28.6833,-95.9667,3,1,1,0.929,0.686,0.795,0.729,0.579,0.648,0.951,1,1,1,8
28.0333,-97.8667,42,0.738,0.667,0.33,0.394,0.557,0.516,0.384,0.46,0.849,0.826,0.687,0.716,10
26.2,-98.25,30,0.528,0.405,0.173,0.275,0.46,0.394,0.238,0.315,0.658,0.62,0.463,0.524,10
26.1833,-98.2333,30,0.511,0.403,0.173,0.274,0.455,0.392,0.233,0.314,0.658,0.618,0.461,0.508,10
31.1333,-102.2,747,0.285,0.239,0.138,0.192,0.282,0.235,0.186,0.265,0.488,0.543,0.379,0.349,3
26.4833,-98.3833,67,0.568,0.454,0.199,0.294,0.468,0.421,0.251,0.34,0.728,0.661,0.488,0.571,10
29.7833,-99.2833,520,0.784,0.685,0.447,0.507,0.615,0.492,0.328,0.412,0.699,0.754,0.827,0.88,10
31.4333,-97.4,220,1,1,1,0.795,0.77,0.532,0.314,0.335,0.667,0.927,1,1,8
33.1667,-96.6167,181,1,1,1,0.977,0.928,0.632,0.403,0.392,0.752,0.987,1,1,8
35.2333,-100.6,872,0.46,0.467,0.411,0.408,0.585,0.516,0.381,0.432,0.539,0.611,0.602,0.587,10
34.7333,-100.5333,637,0.364,0.369,0.31,0.368,0.532,0.451,0.308,0.371,0.508,0.541,0.516,0.454,10
30.9167,-99.7833,595,0.625,0.568,0.349,0.421,0.52,0.4,0.273,0.387,0.592,0.606,0.598,0.633,10
31.6833,-96.4833,163,1,1,1,1,1,0.64,0.337,0.382,0.786,0.995,1,1,8
35.7,-100.6333,840,0.487,0.527,0.46,0.429,0.596,0.511,0.411,0.435,0.535,0.615,0.655,0.624,10
31.95,-102.1833,872,0.264,0.265,0.173,0.19,0.295,0.254,0.258,0.298,0.504,0.502,0.384,0.348,3
32.0167,-102.0333,835,0.285,0.284,0.187,0.214,0.326,0.276,0.26,0.298,0.51,0.505,0.398,0.356,3
32.7167,-95.3667,117,1,1,1,1,0.984,0.851,0.506,0.448,0.765,0.997,1,0.986,12
32.7833,-98.0667,283,1,0.971,0.691,0.71,0.689,0.468,0.327,0.381,0.695,0.885,0.993,1,8
26.2167,-98.4,41,0.502,0.395,0.181,0.276,0.439,0.388,0.228,0.297,0.656,0.619,0.465,0.512,10
31.5833,-102.8833,811,0.192,0.186,0.101,0.129,0.194,0.209,0.221,0.241,0.411,0.389,0.259,0.219,3
33.7167,-102.7667,1146,0.311,0.27,0.191,0.19,0.323,0.383,0.376,0.442,0.505,0.476,0.41,0.395,3
30.6667,-104.5167,2069,0.313,0.204,0.129,0.069,0.095,0.222,0.51,0.655,0.622,0.374,0.288,0.351,3
33.1667,-95,130,1,1,1,1,0.974,0.875,0.536,0.457,0.783,0.999,0.986,0.978,12
33.2,-95.2167,146,1,1,1,1,0.973,0.867,0.521,0.446,0.79,1,0.995,0.994,12
34.2333,-102.7333,1166,0.335,0.265,0.189,0.206,0.335,0.394,0.373,0.449,0.486,0.46,0.417,0.393,3
33.95,-102.7833,1140,0.311,0.273,0.186,0.197,0.326,0.388,0.377,0.446,0.496,0.468,0.412,0.382,3
33.45,-99.6167,451,0.612,0.61,0.438,0.462,0.561,0.446,0.319,0.426,0.706,0.767,0.704,0.731,10
31.6167,-94.65,133,1,1,1,1,1,0.895,0.501,0.464,0.728,0.966,1,1,12
31.95,-96.7,138,1,1,0.987,0.852,0.844,0.552,0.318,0.341,0.656,0.943,1,1,8
29.7333,-98.1167,216,1,1,0.757,0.651,0.811,0.64,0.34,0.39,0.723,0.943,1,1,8
29.2667,-95.9,22,1,1,0.972,0.743,0.803,0.765,0.559,0.62,0.904,1,1,1,8
29.2667,-97.75,122,1,0.996,0.546,0.582,0.728,0.596,0.334,0.381,0.755,0.894,0.99,1,8
31.4667,-100.4833,599,0.499,0.453,0.287,0.343,0.469,0.362,0.219,0.329,0.642,0.696,0.567,0.536,10
33.3667,-98.7667,364,0.838,0.778,0.597,0.593,0.652,0.496,0.319,0.417,0.747,0.881,0.892,0.937,8
34.1833,-102.1333,1100,0.347,0.306,0.233,0.247,0.407,0.444,0.38,0.419,0.504,0.504,0.445,0.422,3
30.0833,-93.7333,3,0.948,0.995,1,1,1,1,0.978,0.929,1,1,0.96,0.909,12
30.2333,-93.7333,5,0.967,1,1,1,1,1,0.947,0.886,0.997,1,0.957,0.917,12
30.6833,-101.2,713,0.417,0.385,0.237,0.31,0.392,0.329,0.249,0.327,0.584,0.629,0.498,0.461,3
34.0167,-100.3,579,0.408,0.419,0.31,0.368,0.501,0.407,0.299,0.374,0.582,0.591,0.538,0.503,10
31.5,-99.9167,495,0.648,0.563,0.366,0.412,0.547,0.413,0.246,0.362,0.638,0.709,0.667,0.705,10
28.7333,-96.25,4,1,1,0.939,0.703,0.835,0.752,0.587,0.638,0.952,1,1,1,8
31.7833,-95.6,142,1,1,1,1,1,0.905,0.466,0.45,0.762,0.991,1,1,12
35.5667,-100.9667,960,0.465,0.456,0.393,0.372,0.55,0.511,0.418,0.446,0.505,0.562,0.57,0.571,10
30.1667,-101.55,515,0.333,0.318,0.185,0.277,0.344,0.3,0.228,0.286,0.527,0.573,0.416,0.355,3
30.2667,-101.45,507,0.365,0.352,0.209,0.303,0.372,0.315,0.235,0.293,0.549,0.601,0.453,0.401,3
35.4167,-101.3667,1077,0.412,0.37,0.325,0.311,0.491,0.496,0.417,0.457,0.471,0.484,0.467,0.489,3
29.3333,-103.2,1140,0.262,0.199,0.12,0.155,0.238,0.275,0.279,0.335,0.491,0.439,0.301,0.283,3
33.6667,-95.5667,165,1,1,1,1,1,0.987,0.605,0.513,0.873,1,1,1,12
28.8833,-99.0833,194,0.528,0.497,0.289,0.393,0.517,0.393,0.246,0.375,0.67,0.729,0.594,0.585,10
31.4167,-103.5,795,0.222,0.173,0.094,0.107,0.173,0.174,0.206,0.241,0.38,0.331,0.231,0.248,3
31.7333,-102.5833,896,0.249,0.243,0.144,0.168,0.253,0.241,0.248,0.285,0.474,0.464,0.339,0.298,3
36.3833,-100.8167,897,0.421,0.417,0.39,0.36,0.535,0.469,0.406,0.418,0.432,0.45,0.55,0.53,10
29.6667,-103.1667,873,0.227,0.178,0.1,0.136,0.219,0.256,0.26,0.315,0.471,0.422,0.271,0.254,3
29.2333,-96.1833,32,1,1,0.953,0.712,0.803,0.754,0.521,0.584,0.885,0.999,1,1,8
33.3833,-96.9667,210,1,1,1,1,0.915,0.572,0.381,0.402,0.804,0.996,1,1,8
31.8833,-104.8167,1707,0.448,0.306,0.175,0.112,0.142,0.227,0.417,0.565,0.617,0.44,0.39,0.503,3
33.1833,-102.8333,1120,0.303,0.273,0.187,0.186,0.317,0.369,0.377,0.435,0.523,0.465,0.408,0.399,3
34.1833,-101.7,1027,0.377,0.344,0.26,0.288,0.475,0.487,0.385,0.389,0.515,0.53,0.458,0.447,3
28.65,-96.55,6,1,1,0.834,0.635,0.791,0.714,0.541,0.577,0.925,1,1,1,8
27.8333,-97.05,4,0.899,0.749,0.352,0.396,0.512,0.453,0.337,0.461,0.874,0.981,0.895,0.869,10
29.95,-94.0167,5,0.921,1,1,0.97,0.951,0.914,0.854,0.891,0.956,1,0.962,0.885,12
26.0667,-97.2167,5,0.729,0.479,0.247,0.316,0.429,0.443,0.304,0.424,0.895,0.897,0.677,0.752,10
26.55,-97.4333,3,0.741,0.544,0.246,0.316,0.453,0.437,0.295,0.429,0.869,0.845,0.64,0.716,10
28.4333,-96.4333,2,1,1,0.827,0.622,0.764,0.683,0.539,0.593,0.937,1,1,1,8
33.1833,-101.3833,799,0.336,0.332,0.245,0.272,0.412,0.384,0.316,0.375,0.559,0.577,0.44,0.425,3
29.0333,-98.5833,146,0.716,0.693,0.377,0.441,0.566,0.415,0.261,0.365,0.697,0.784,0.738,0.728,10
29.9167,-99.7667,625,0.661,0.581,0.362,0.446,0.542,0.44,0.327,0.406,0.626,0.624,0.643,0.689,10
29.55,-104.35,780,0.175,0.092,0.046,0.061,0.109,0.175,0.22,0.256,0.324,0.276,0.197,0.185,3
31.9667,-98.5,372,1,0.977,0.638,0.664,0.743,0.516,0.325,0.396,0.67,0.898,0.997,1,8
32.3667,-99.1833,485,0.841,0.737,0.511,0.566,0.649,0.48,0.327,0.408,0.689,0.836,0.872,0.905,8
34.25,-99.6833,456,0.589,0.537,0.443,0.412,0.564,0.479,0.345,0.397,0.681,0.758,0.723,0.708,10
26.4833,-97.8167,9,0.658,0.496,0.216,0.3,0.471,0.438,0.275,0.401,0.817,0.761,0.552,0.637,10
31.9,-103.9333,853,0.19,0.158,0.086,0.105,0.171,0.201,0.237,0.299,0.443,0.345,0.247,0.237,3
29.9667,-97.45,158,1,1,0.953,0.668,0.777,0.592,0.28,0.344,0.762,0.937,1,1,8
28.3,-97.2833,15,0.96,0.809,0.426,0.468,0.631,0.57,0.435,0.483,0.855,0.935,0.874,0.933,8
28.3833,-97.2833,16,0.985,0.835,0.441,0.484,0.646,0.583,0.443,0.484,0.849,0.934,0.9,0.963,8
